"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ISR","Israel","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,85415.266918,,
"ISR","Israel","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","6","Millions",,,330850.885,,
"ISR","Israel","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,37253.787299,,
"ISR","Israel","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,41.219003,,
"ISR","Israel","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,78858.530503,,
"ISR","Israel","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",1.738609,,
"ISR","Israel","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",64.005908,,
"ISR","Israel","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",59.726929,,
"ISR","Israel","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",65.442244,,
"ISR","Israel","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",107.164237,,
"RUS","Russia","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2018","2018","NATCUR","National currency","6","Millions",,,104629637.7,,
"RUS","Russia","T_GDPPOP","GDP per head of population","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,712587.41502,,
"RUS","Russia","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,732.252727,,
"RUS","Russia","T_GDPEMP","GDP per person employed","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,1442537.8731,,
"RUS","Russia","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,4242503.062,,
"RUS","Russia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,28893.861784,,
"RUS","Russia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,29.691247,,
"RUS","Russia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,58491.757004,,
"RUS","Russia","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","6","Millions",,,3688816.926,,
"RUS","Russia","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,25122.943896,,
"RUS","Russia","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,25.816263,,
"RUS","Russia","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,50858.038313,,
"RUS","Russia","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",20.582824,,
"RUS","Russia","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",45.831957,,
"RUS","Russia","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",39.720464,,
"RUS","Russia","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",44.814375,,
"RUS","Russia","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",115.386257,,
"SVN","Slovenia","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2018","2018","NATCUR","National currency","6","Millions",,,45862.593,,
"SVN","Slovenia","T_GDPPOP","GDP per head of population","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,22134.926128,,
"SVN","Slovenia","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,28.089205,,
"SVN","Slovenia","T_GDPEMP","GDP per person employed","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,44905.257809,,
"SVN","Slovenia","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,80706.96,,
"SVN","Slovenia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,38952.062689,,
"SVN","Slovenia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,49.430139,,
"SVN","Slovenia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,79022.283929,,
"SVN","Slovenia","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","6","Millions",,,73671.984,,
"SVN","Slovenia","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,35556.7319,,
"SVN","Slovenia","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,45.121466,,
"SVN","Slovenia","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,72134.15593,,
"SVN","Slovenia","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",0.391556,,
"SVN","Slovenia","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",61.786454,,
"SVN","Slovenia","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",66.12683,,
"SVN","Slovenia","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",60.54416,,
"SVN","Slovenia","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",93.436286,,
"ZAF","South Africa","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2018","2018","NATCUR","National currency","6","Millions",,,4873899.046,,
"ZAF","South Africa","T_GDPPOP","GDP per head of population","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,84431.608738,,
"ZAF","South Africa","T_GDPEMP","GDP per person employed","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,297306.80123,,
"ZAF","South Africa","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,747577.76,,
"ZAF","South Africa","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,12950.451443,,
"ZAF","South Africa","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,45602.083753,,
"ZAF","South Africa","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","6","Millions",,,713447.884,,
"ZAF","South Africa","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,12359.212209,,
"ZAF","South Africa","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,43520.168603,,
"ZAF","South Africa","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",3.62693,,
"ZAF","South Africa","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",20.542236,,
"ZAF","South Africa","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",34.93875,,
"BRIICS","BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,41898159.977,,
"BRIICS","BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,12322.879613,,
"BRIICS","BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,26409.432076,,
"BRIICS","BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","6","Millions",,,40832877.604,,
"BRIICS","BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,12009.56403,,
"BRIICS","BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,25737.958615,,
"BRIICS","BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",203.272087,,
"BRIICS","BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",19.546771,,
"BRIICS","BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",20.234,,
"DEU","Germany","T_HRSTO","Hours worked for total employment; millions","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","6","Millions",,,62228.798,,
"TUR","Turkey","T_HRSTO","Hours worked for total employment; millions","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","6","Millions",,,52615.345333,"E","Estimated value"
"SVK","Slovak Republic","T_GPGDHR","Gap in GDP per hour worked with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-44.232683,,
"GBR","United Kingdom","T_POPTOT","Total population; persons; thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,66436,,
"ESP","Spain","T_GPGDPO","Gap in GDP per capita with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-35.313584,,
"JPN","Japan","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,68626,,
"NOR","Norway","T_POPTOT","Total population; persons; thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,5312,,
"BRA","Brazil","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,104340.275,,
"NZL","New Zealand","T_HRSTO","Hours worked for total employment; millions","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","6","Millions",,,4603.8992,,
"DNK","Denmark","T_GPHRPO","Gap in labour utilisation with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-16.166632,,
"ISR","Israel","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,4195.498989,,
"CAN","Canada","T_HRSTO","Hours worked for total employment; millions","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","6","Millions",,,32508.7548,,
"IRL","Ireland","T_GPHRPO","Gap in labour utilisation with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-3.85278,,
"SVK","Slovak Republic","T_POPTOT","Total population; persons; thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,5446.01075,,
"AUS","Australia","T_HRSAV","Average hours worked per person employed","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,1722.305593,"E","Estimated value"
"BEL","Belgium","T_GPGDPO","Gap in GDP per capita with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-16.456437,,
"AUT","Austria","T_POPTOT","Total population; persons; thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,8837.707,,
"IRL","Ireland","T_HRSTO","Hours worked for total employment; millions","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","6","Millions",,,3941.433,,
"CHN","China (People's Republic of)","T_POPTOT","Total population; persons; thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,1395380,,
"CHL","Chile","T_HRSTO","Hours worked for total employment; millions","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","6","Millions",,,16281.462451,,
"ISR","Israel","T_GPHRPO","Gap in labour utilisation with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,7.164237,,
"LUX","Luxembourg","T_HRSPOP","Labour utilisation (hours worked per head of population)","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,1109.933214,,
"USA","United States","T_HRSPOP","Labour utilisation (hours worked per head of population)","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,843.379548,,
"DNK","Denmark","T_HRSTO","Hours worked for total employment; millions","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","6","Millions",,,4096.552,,
"HUN","Hungary","T_HRSAV","Average hours worked per person employed","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,1729.875134,,
"NLD","Netherlands","T_HRSTO","Hours worked for total employment; millions","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","6","Millions",,,13496.446,,
"SVN","Slovenia","T_POPTOT","Total population; persons; thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,2071.956,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,4509.106,,
"POL","Poland","T_GPGDPO","Gap in GDP per capita with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-49.853806,,
"KOR","Korea","T_GPGDPO","Gap in GDP per capita with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-32.606779,,
"BRIICS","BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa","T_GPGDPO","Gap in GDP per capita with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-80.453229,,
"AUS","Australia","T_GPGDHR","Gap in GDP per hour worked with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-19.954298,,
"NOR","Norway","T_GPGDHR","Gap in GDP per hour worked with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,28.635741,,
"GBR","United Kingdom","T_HRSAV","Average hours worked per person employed","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,1535,,
"TUR","Turkey","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,28720.166667,,
"DEU","Germany","T_GPHRPO","Gap in labour utilisation with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-11.001562,,
"CHE","Switzerland","T_HRSPOP","Labour utilisation (hours worked per head of population)","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,926.783183,,
"FIN","Finland","T_POPTOT","Total population; persons; thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,5516.2,,
"GBR","United Kingdom","T_GPGDHR","Gap in GDP per hour worked with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-15.828823,,
"NLD","Netherlands","T_GPHRPO","Gap in labour utilisation with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-7.13316,,
"JPN","Japan","T_HRSTO","Hours worked for total employment; millions","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","6","Millions",,,115291.68,,
"NOR","Norway","T_HRSAV","Average hours worked per person employed","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,1379.297994,,
"AUT","Austria","T_HRSAV","Average hours worked per person employed","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,1502,,
"HUN","Hungary","T_GPGDHR","Gap in GDP per hour worked with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-48.384857,,
"NZL","New Zealand","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,2624.8,,
"ISR","Israel","T_HRSTO","Hours worked for total employment; millions","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","6","Millions",,,8026.659,,
"FRA","France","T_HRSPOP","Labour utilisation (hours worked per head of population)","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,633.751743,,
"ITA","Italy","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,25371.3,,
"ISL","Iceland","T_GPGDPO","Gap in GDP per capita with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-7.641196,,
"DEU","Germany","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,44868,,
"SVN","Slovenia","T_HRSAV","Average hours worked per person employed","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,1598.666039,,
"CHL","Chile","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,8389.9116,,
"ISL","Iceland","T_HRSPOP","Labour utilisation (hours worked per head of population)","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,859.603062,,
"HUN","Hungary","T_POPTOT","Total population; persons; thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,9775.564,,
"SWE","Sweden","T_GPGDPO","Gap in GDP per capita with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-15.052785,,
"BEL","Belgium","T_HRSPOP","Labour utilisation (hours worked per head of population)","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,666.108865,,
"AUS","Australia","T_POPTOT","Total population; persons; thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,24982.7,,
"CHL","Chile","T_GPHRPO","Gap in labour utilisation with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,2.848209,,
"EST","Estonia","T_POPTOT","Total population; persons; thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,1319.1,,
"SVN","Slovenia","T_GPGDHR","Gap in GDP per hour worked with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-33.87317,,
"EST","Estonia","T_GPGDHR","Gap in GDP per hour worked with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-42.625266,,
"CAN","Canada","T_GPHRPO","Gap in labour utilisation with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,3.994694,,
"PRT","Portugal","T_HRSPOP","Labour utilisation (hours worked per head of population)","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,822.842491,,
"JPN","Japan","T_GPHRPO","Gap in labour utilisation with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,8.113546,,
"NZL","New Zealand","T_GPHRPO","Gap in labour utilisation with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,10.903049,,
"EST","Estonia","T_HRSAV","Average hours worked per person employed","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,1724,,
"IDN","Indonesia","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,126282.186,,
"FIN","Finland","T_GPGDHR","Gap in GDP per hour worked with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-9.574694,,
"RUS","Russia","T_HRSPOP","Labour utilisation (hours worked per head of population)","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,973.144091,,
"AUT","Austria","T_GPGDHR","Gap in GDP per hour worked with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,0.094018,,
"SVK","Slovak Republic","T_HRSAV","Average hours worked per person employed","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,1703.923961,,
"NLD","Netherlands","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,9396,,
"DNK","Denmark","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,2965.746,,
"MEX","Mexico","T_HRSPOP","Labour utilisation (hours worked per head of population)","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,926.592099,"E","Estimated value"
"GRC","Greece","T_GPHRPO","Gap in labour utilisation with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-2.564013,,
"CZE","Czech Republic","T_HRSPOP","Labour utilisation (hours worked per head of population)","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,909.781931,,
"TUR","Turkey","T_GPHRPO","Gap in labour utilisation with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-23.364921,,
"IND","India","T_GPGDPO","Gap in GDP per capita with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-89.406696,,
"FIN","Finland","T_HRSAV","Average hours worked per person employed","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,1546,,
"CHL","Chile","T_POPTOT","Total population; persons; thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,18770.40375,,
"JPN","Japan","T_HRSAV","Average hours worked per person employed","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,1680,,
"CZE","Czech Republic","T_GPHRPO","Gap in labour utilisation with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,7.873369,,
"ISL","Iceland","T_GPHRPO","Gap in labour utilisation with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,1.923631,,
"BRIICS","BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,1586484.702,,
"PRT","Portugal","T_HRSTO","Hours worked for total employment; millions","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","6","Millions",,,8461.947606,,
"GRC","Greece","T_HRSAV","Average hours worked per person employed","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,1956,,
"SVN","Slovenia","T_HRSTO","Hours worked for total employment; millions","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","6","Millions",,,1632.748,,
"ESP","Spain","T_GPGDHR","Gap in GDP per hour worked with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-24.30536,,
"ITA","Italy","T_POPTOT","Total population; persons; thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,60458.7,,
"AUS","Australia","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,12868.707078,"E","Estimated value"
"BEL","Belgium","T_HRSTO","Hours worked for total employment; millions","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","6","Millions",,,7611.626,,
"SVN","Slovenia","T_GPHRPO","Gap in labour utilisation with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-6.563714,,
"DNK","Denmark","T_POPTOT","Total population; persons; thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,5794,,
"MEX","Mexico","T_HRSTO","Hours worked for total employment; millions","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","6","Millions",,,115441.44473,"E","Estimated value"
"NZL","New Zealand","T_GPGDHR","Gap in GDP per hour worked with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-37.4425,,
"NLD","Netherlands","T_POPTOT","Total population; persons; thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,17232,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,19036.405,,
"JPN","Japan","T_GPGDHR","Gap in GDP per hour worked with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-38.783436,,
"SVK","Slovak Republic","T_HRSTO","Hours worked for total employment; millions","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","6","Millions",,,4123.329,,
"IDN","Indonesia","T_POPTOT","Total population; persons; thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,265015.3,,
"CZE","Czech Republic","T_HRSTO","Hours worked for total employment; millions","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","6","Millions",,,9667.734,,
"ESP","Spain","T_POPTOT","Total population; persons; thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,46728.814,,
"KOR","Korea","T_HRSAV","Average hours worked per person employed","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,1987.539715,,
"GRC","Greece","T_GPGDHR","Gap in GDP per hour worked with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-51.680713,,
"TUR","Turkey","T_GPGDHR","Gap in GDP per hour worked with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-41.499824,,
"SWE","Sweden","T_HRSPOP","Labour utilisation (hours worked per head of population)","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,734.454191,,
"GBR","United Kingdom","T_GPGDPO","Gap in GDP per capita with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-25.188941,,
"CHE","Switzerland","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,5064.547984,,
"SVK","Slovak Republic","T_GPHRPO","Gap in labour utilisation with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-10.226857,,
"EST","Estonia","T_GPGDPO","Gap in GDP per capita with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-42.252084,,
